OrgType,OrgCode,OrgName,VariableType,VariableA,VariableB,CountTherapyEndTreatment_LI_GuidedSelfHelpBook,CountTherapyEndTreatment_LI_NonGuidedSelfHelpBook,CountTherapyEndTreatment_LI_GuidedSelfHelpComputer,CountTherapyEndTreatment_LI_NonGuidedSelfHelpComputer,CountTherapyEndTreatment_LI_StructuredPhysicalActivity,CountTherapyEndTreatment_LI_PsychoEducationalPeerSupport,CountTherapyEndTreatment_LI_Signposting,CountTherapyEndTreatment_LI_Other,CountTherapyEndTreatment_HI_AppliedRelaxation,CountTherapyEndTreatment_HI_CouplesTherapyForDepression,CountTherapyEndTreatment_HI_CollaborativeCare,CountTherapyEndTreatment_HI_CounsellingForDepression,CountTherapyEndTreatment_HI_ShortTermPsychoDynamicPsychotherapy,CountTherapyEndTreatment_HI_EyeMovementDesensitisationReprocessing,CountTherapyEndTreatment_HI_Mindfulness,CountTherapyEndTreatment_HI_CognitiveBehaviourTherapy,CountTherapyEndTreatment_HI_InterpersonalPsychoTherapy,CountTherapyEndTreatment_HI_InternetEnabledTherapy,CountTherapyEndTreatment_HI_Other,CountTherapyEndTreatment_EmploymentSupport,CountTherapyEndTreatment_LastNotStated
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13Q,NATIONAL COMMISSIONING HUB 1,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,270,*,10,*,*,*,*,5,*,*,*,35,*,*,*,40,5,10,10,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,1380,*,225,20,*,15,*,175,*,*,*,1045,*,115,*,1330,140,80,745,*,15
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,5,*,*,*,*,*,*,10,*,*,*,140,*,*,*,15,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,25,*,10,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),15,*,10,*,*,*,*,10,*,*,*,30,*,15,*,285,*,*,15,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,40,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,35,10,*,195,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14E,EAST OF ENGLAND COMMISSIONING HUB,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,890,*,25,70,*,15,*,135,*,*,*,130,*,*,*,5,*,*,*,*,275
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,10,*,10,*,80,*,*,10,*,20
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,35,*,*,*,*,*,*,55,*,*,*,30,*,*,*,10,*,*,*,*,75
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,10,*,*,*,*,*,585,5,5,*,200,*,*,25,*,420
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,10,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),10,5,*,*,*,40,*,10,*,*,*,145,15,40,*,2650,*,*,80,*,305
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,25,*,*,*,80,*,*,85,*,35
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14L,NHS MANCHESTER CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,5,*,40,*,*,*,*,10,*,*,*,*,*,*,*,20,*,*,*,*,990
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Guided self help book,85,*,*,*,*,*,*,50,*,*,*,5,*,*,*,20,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,Low intensity,Other low intensity,15,*,*,*,*,*,*,30,*,*,*,10,*,*,*,10,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),20,*,*,*,*,*,*,10,*,*,*,10,*,*,*,20,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,85,*,10,5,*,*,*,*,*,*,*,10,*,*,*,25,*,5,*,*,30
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,10,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*,5
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,45,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,15,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,35,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,665,90,65,630,*,335,*,155,*,5,5,20,*,10,5,655,75,290,15,*,640
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),15,*,*,5,*,10,*,*,*,*,*,*,*,*,*,105,*,5,*,*,15
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,550,*,*,25
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,High intensity,Other high intensity,25,*,*,20,*,40,*,*,*,*,*,*,*,*,*,80,5,5,5,*,40
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,10,*,5,*,*,*,*,*,*,*,*,*,*,*,*,10,*,20,*,*,730
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help book,1560,*,1295,*,*,90,*,95,*,*,*,715,10,25,*,1140,20,40,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,115,*,545,*,*,*,*,*,*,*,*,25,*,*,*,70,*,115,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,15,*,10,*,*,25,*,15,*,*,*,*,*,*,*,5,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,Low intensity,Other low intensity,10,*,10,*,*,*,*,45,*,*,*,5,*,*,*,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,High intensity,Counselling for depression,10,*,*,*,*,*,*,*,*,*,*,205,*,*,*,25,5,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,*,*,*,*,*,*
CCG,15A,NHS BERKSHIRE WEST CCG,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),55,*,55,*,*,*,*,*,*,*,*,45,*,10,*,350,*,*,*,*,*
